Label,Comment,
0,"Uber is not only an excellent service, it has been for me one of the most important service I can't live without it, practical and all my experiences up to today very good, with very kind and respectful drivers.",
0,Usually excellent. The one time I had a driver who went 2 hours out of the way (while I fell asleep) the charge was enormous. Uber credited me back within 2 days.,
0,"I usually have good experiences with Uber. Drivers are pleasant and cars are clean and on time. My only complaint is the extremely high rates at peak times. I had one trip where it was $60 to the event and $315 to return home. Obviously, I had to find another way to get home.",
0,I used Uber for travel to and from airports. It is a great way to get to my planes or final destination that is often a good distance from the airports.,
1,I have only used this occasionally in a few cities and each time the experience was well worth it. The description of the car and the estimate of cost were both great. The cars were clean and modern and the driver was courteous.,
1,"I've been using Uber for years to take trips home from the store. It's a really convenient app for me, especially because I don't have a car. The drivers are almost always nice. I think it's been so rare for me to have a bad experience with someone. Also, probably the one feature I have not been a fan of us is seeing my customer rating, gives me a bit of anxiety. Overall it's a good service. I've almost never had to wait more than 10 minutes too. The prices have gone up but I am thinking (and hoping) this is because they will pay drivers better.",
1,The drivers were fine. The problem was I could not speak to a live person. It was very frustrating not to be able to talk to a person. On occasion it took me over 2 hrs to book a ride. Their system went haywire.,
1,It is a good service but the website or app has very little on questions from users. It is very difficult to see if the service is good or not through the website. You need to try it first and the service keeps on changing without notice. Which in some ways is great but no upfront info or call in to talk to.,
0,"Uber works. I have used it in several places around the world. It is usually cheap, convenient and hassle-free. However, surge pricing can get out of hand. Also, I'm not convinced that they treat their drivers fairly.",
0,Car was dirty inside and the air conditioning did not work. The price was fine but I expected a much more desirable vehicle. I am glad there wasn't some with me because the back seat was full of clothes and sports gear.,
1,"I was planning on taking an Uber to Midway airport on my recent trip to Chicago. I was planning on leaving at noon. I checked what it would cost me around 11:30. I was quoted $35. 20 min later when I got down to the lobby and ordered my Uber, the price jumped to $58! I switched to Lyft which was only minimally cheaper. Next time I will leave myself more time and take the train! Very disappointed because I really enjoyed taking Uber from the airport. Never again! Taxis are cheaper!",
0,I have used it regularly especially in Europe. Found it to be quick and efficient at a fair price. Have only had one issue where language was a major issue and we were put out a mile from our destination.,
1,"Not a regular user of Uber but the five times. Uber it was convenient, safe, and reasonable priced. Much less than a DUI and paying for airport parking.",
1,"I gave a tip to a driver and he was almost very thankful, told me it is rare to get a tip because Uber does not encourage it. Most everyone should be encourage to tip if the service is provided.",
1,The first time they left me because I wasn't outside fast enough and when I did the app again that morning the price had gone up. Time was of the essence because I needed to get to the airport. I then took a shared ride. That's when I learned what that means and everyone wasn't going to the airport.,
1,The Uber app has the help option but only accommodates a number of preset problem configurations and absolutely nothing outside of it. I had an issue where I was grossly overcharged for a ride. Now there was construction in the area but the driver admitted that he was completely unfamiliar with the area and therefore his lack of knowledge was the more significant reason for my delay.,
0,"Ease of use is great, being able to not have money change hands and can tip online is a huge plus. The cars are clean and the drivers are respectful. Never have had to wait more than ten minutes.",
1,Needed to use it to go to a running store for a Packet Pickup... driver very courteous and good driver on the freeways and to find the place. It only took a couple minutes to get my packet and he agreed to stay and return me to my hotel where I got the pickup from. I was pleased with the service he provided and gave him a nice tip. There was no other potential way for me to get to the Packet Pickup unless I used a taxi and I'm positive that would have cost quite a bit more. Place was about 30 minutes away.,
0,"Convenience, on-time performance, easy to hail a ride, competitive pricing with a regular taxicab. Helpful drivers too. App also makes it super easy to find a ride in minutes.",
1,"I buy gift cards for my son and he uses them quite often. I have had problems a couple times, but it is usually on my end. But when I call for help, they are great. They handle it very quickly. He has only had problems with a couple drivers, but other than that both of us are very happy with the service.",
0,"Uber was a life saver when we needed it. The drivers were all wonderful courteous people but the company was not so great. There is no way to get help or even talk to someone from the company and the app was difficult to navigate. There were added fees like Uber technology fee that were not explained or mentioned that was just taken out of our account. There wasn't even a way to ask about it and the drivers got none of the extra money!! Lastly, I kept getting strange texts for Uber codes after I began the process of trying to be a driver. I changed my mind when I found out someone was already trying to hack my account and rack up an unknown amount of charges on it. I will not use Uber again unless it is like the last time I had to do it an emergency with no other options.",
1,"The first (and last) time I ever used Uber, the fare estimate was $61. When I logged on to book a car, I got a screen that looked like upgrade options, the lowest of which was $89. There was an option to ""Skip this Step"" so I did. I never got a screen telling me my total or asking me if I agreed to book it or not. Just that the car was on its way. The car that arrived was a huge SUV that could probably seat at least 8 people (I was alone and had one small piece of luggage and a backpack), and when I looked at the receipt later, I saw that they charged me $150 for this unnecessarily huge vehicle. When I wrote them about it they claimed I submitted a different destination location, which is entirely untrue. And they were so cold as to not even give me a break as a 1st time user, refunding at least some of that outrageous total. Terrible company in my experience.",
1,I requested a ride from Times Square to the Statue of Liberty. The rate was $26 and supposed to take 20 mins. There was a lot of traffic so I didn't think much of the long ride until I started to notice all the cars had New Jersey plates. We were in Hoboken because our driver had obviously taken a wrong turn somewhere. To make matters worse he spoke little English so he could not explain what was going on. At one point he turned onto an entrance ramp in error and tried backing up it. When that didn't work he turned around and drove the wrong way. When we finally got to the New Jersey side of the ferry I received the final fare from Uber at $77! When I filed a complaint they said I had input the wrong address so it's my fault we ended up in New Jersey and refused to refund me the fare. Numerous emails back and forth got me nowhere so I am left having to dispute the charge with my credit card. Stay away from this scam artist company.,
0,All the convenience of a taxi at half the price. They are there in minutes rather than the unknown taxi ETA. They are always friendly. The cars are usually clean and smell good. I don't ever use taxis anymore. You can schedule a day and time to be picked up too. And that's very nice.,
0,I have only had one ride experience I wish not to repeat - I love the ease of getting a ride and the efficiency of the drivers. The costs are always reasonable as well. I will definitely use Uber in my future.,
0,Both of my Uber drivers were prompt. The conversation was great! They made my ride very pleasant and enjoyable. Also my car was down at the time and they were a big help!,
0,"They found me just fine. Only had one time where they couldn't find me, but someone else found me. And I got home just fine. And he waited until I got inside. He made me feel very comfortable.",
1,"The driver ""cancelled"" and they charge me a cancellation free!! - I use the App for an Uber to pick me up from a gated community. The application directs me to a pickup intersection about 1/4 mile from my current location (on a very hot muggy night). I arrive there but me driver. After a 10 minute wait, I get a ""ride cancelled"" message from the App. At the time of the message notification, I see the driver on the App about a mile away at one of the entrances.",
1,The driver that picked me up was not the driver listed on the app which means there is no security. The driver had lended his car to another to use his Uber. I also brought home bedbugs from the filthy cab. Very dangerous for woman and older individuals...,
0,"The app and the information it provides are invaluable. I know how much my fare will be, who is picking me up, where they are and the actual route they are taking me. What's not to love?",
1,My main complaint would be the fact that each ride are different and prices at different times. Meaning I can go to Walmart today at 5 p.m. from home and it can cost for example $7 then I can go to the exact same Walmart from home on a different date and that ride will cost $13. Or I'll take a ride from home to Walmart and it cost $7 then when I go to get a ride from Walmart to home the ride will cost $13. No. I don't understand how the prices can fluctuate so much.,
1,They charge me $35:00 for an eight-mile trip. When the request was made it was eight dollars. When the driver showed the final figure it was seventeen. When I saw the final charges it was 35:00. Uber is horrible in my opinion.,
1,"I thought that some of my trips were overpriced due to the fact that I was going such a short distance, but understand that this is how the driver gets paid! But the surge pricing was outrageous and would always wait a few extra minutes for it to lower as I wasn't about to pay sometimes 15.00 or more for a mile and a half ride!",
1,"In Las Vegas airport Uber pickup area... The Uber guy told me he was my ride but that was not true. He had another person he was picking up, when they arrived they were too big for us all to be in car. So he made me take my luggage from his trunk and call another Uber. He was Never my driver but I didn't know that. (They all looked alike.) I wish I had his name.",
1,I have had at least 2 drivers come on to me in a sexual manner. Another kept calling me at home to go out with him. Don't know how he got my number. Will never use Uber again. Only Lyft.,
0,Every time I have used this service I have had a great experience. I have met wonderful drivers who are always friendly and polite. Rates are far better than taxis and much more convenient.,
1,We used Uber to and from the airport in Philadelphia in December. It was quick and convenient. But this is my only experience with them. I went with my boyfriend. I'm not sure if I'd feel as secure if I'd been alone. I don't feel like they do a thorough background check on drivers. I've heard too many stories where the passenger is harassed or hurt.,
0,A very convenient service. The cab industry got out-maneuvered. They could have/should have started the same type of service using their cabbies. Uber is also relatively inexpensive to use.,
0,"I get severe, sudden onset migraines. Sometimes I have to go to the emergency room and there is no one home to drive me there and home again. The Uber drivers have always been very polite, kind, and careful. I have never had any qualms about getting into the car.",
1,"I travelled with Uber driver Girish on 15th July 2018 in Pune, from Karvenagar to Pune airport. After the trip was completed, the driver asked for amount Rs. 340, and he did not mention anything about charging from my linked credit card. I paid the entire amount of Rs 340 to the driver in cash. NOW UBER IS CHARGING ME SECOND TIME FOR THE SAME TRIP, HORRIBLE CHEATING which is illegal, unethical, immoral and totally unjustified! They have refused to even talk with the concerned driver, and are constantly harassing me to pay the double amount for absolutely no reason.",
0,I have had four very good Uber rides. The website is easy to use and a driver usually shows up pretty quickly. I had to wait once because there was no available drivers but the wait wasn't long. So far so good.,
0,"Uber is easy, less expensive and they don't stink. Always on time, never sultry or obnoxious. Taxis are obsolete and the only time I would take a taxi is if I could not find an Uber ride.",
0,"The service was great, the driver was appropriately friendly, cost was good too. The car was clean as well. I appreciated the service. I have recommended the service and would use again myself.",
0,"Uber is fast and easy! There is nothing like it and now we can't live without it! Uber will be here forever! Uber can take you to and from the airport, take you to and from the grocery store, to and from night spots, to and from sporting events, to and from funerals, to and from wedding receptions, to and from the baby showers, to and from Christmas parties, pool parties, New Year's Eve parties, office parties, On and on and on! We love Uber ask a mission point.",
0,Am so grateful to have Uber. But wish they had a phone number. The drivers have been great. Cars have been clean and comfortable. I don't drive and will use Uber fairly often.,
0,"Overall my experience with Uber is wonderful with the exception of my 1st attempt, while I was trying to figure out the app, and got charged for a trip I cancelled within 3 MIN!",
0,"Although it may be a perception it seems safer. Most of the drivers I have met seem like nice likable people. Cars are much cleaner, not like cabs in Chicago.",
0,I have had very successfully rides with Uber. Very dependable and safe drivers. Downloaded app is very easy to use. Responsibly priced and would definitely use them again.,
1,"For the most part I find the drivers to be friendly, professional and careful. Also, they arrive promptly. However, occasionally a driver speaks about political views which is inappropriate conversation. I experienced this in London but the local drivers haven't discussed touchy topics.",
0,Awesome for going out with friends and no one wants to drive because we're drinking. Show you the driver's face and make of the car so you know exactly who's picking you up.,
0,"The driver was very knowledgeable about the area, great conversation. The car was clean and had a nice scent. He was on time, opened the door and even offered mints.",
1,Used Uber on a family vacation in Boston and got great service from where we dropped off our rental car to the north end where having to drive is totally crazy. Driver really knew his way around. I use to live there so I knew he was not going off the beaten path.,
0,"Had problems with Uber app. Driver was great, friendly, courteous and on time, he but had the wrong directions. I wonder if I was overcharged. Have no idea how much I was charged.",
0,"I like the service. In the app you can track the cab, the driver's picture as well as the make/model of the car. Before you enter you're given a short description about the driver. And at the end of the ride you have the option of rating the driver. Definitely would recommend Uber!",
0,"I've used Uber in several cities New York, Chicago, Orlando, Miami, Boston, Las Vegas. I feel safer when I can see a picture and car description in a society where it is so unsafe for women traveling alone. In Vegas it was the cheapest way to get to and from the airport. Boston didn't allow airport pickup but I got one to return to airport, a savings of $20. If the cabs want to compete they need to adjust their rates and make us feel safer.",
0,"Very useful, took several short trips, drivers very willing to help, tracking info on smartphone really great, drivers offered to charge my phone, give directions too.",
0,"I've had 90% great rides. The other 10% were either rude or acted like you were bothering them asking for a ride. I've had the worse experiences with Middle Eastern men who don't seem to like women questioning/telling them anything. But, to each their own.",
0,"While I have encountered a few minor issues, they were indeed minor. I love the ease in calling for a ride, my options in selecting the kind of ride I want [when I do grocery shopping I ride alone so I have room for my groceries & get right home]. Paying & tipping is easy. Every driver has been great; their cars are always clean & modern [never a beater]. Always smoke-free.",
0,I have been a devoted customer in Canada and the US. I have had continual operational issues in Calgary. My house in downtown Calgary doesn't even work on their maps. New drivers get lost 75 percent of the time to the international airport. The biggest complaint I have is today I waited about an hour to receive a ride 4 km away from my house. l should have walked. Through their incredible incompetence they charged me a cancellation fee as I'm standing directly under the address sign for over 30 minutes. I just hope people stop using an unsafe and unreliable mode of travel in the future.,
0,"Rudest, most ignorant and have had 3 or 4 that drive past & LEAVE you stranded particularly IF it IS A RIDE SHARE. THOSE ARE the most economical however some drivers don't want to take them.",
0,Fast and low cost service. Used five times so far and always reliable. Sure beats taxis. Drivers were very professional and easy to work with. Paying for the ride with my credit card and the map showing where my driver is relative to picking me up are nice features.,
0,"We have used this service frequently in several cities. So far it has largely been very positive. Most cars, prompt, clean, safe and the drivers courteous. No major complaints. The timing is sometimes off...they come too quickly and are impatient or are slightly late. For the most part, it is good to excellent. Keep the prices down to have an edge over other taxi services.",
1,"If there is an issue there is no way to contact anyone except by email. A driver in Tanpa had a car that should have not been approved, did not assist with bags. The day after my flight home, he put in a ticket for a ride which of course was a know-how for which I was billed. I had to email ISO of speaking to someone to resolve this which they did.",
0,"My grandson who is 19, took care of the computer/iPad stuff in Texas, smooth as clockwork, priced very fair. Both from Houston to Dallas and round trip.",
0,I needed a medical transportation vehicle. They were the cheapest by far and they were trained professionals. The cost was approximately 10% of what transport services was charging.,
0,I have always had a good experience with Uber. There was only one time when the driver drove way too fast. It seems as if he was annoyed to have to do this fair so early in the morning. But otherwise... Uber is great!,
1,I love the app. Uber is a great way for getting around and it's still somewhat economical. Great in Dallas but not so good in Tucson where I was not able to get an Uber early morning pick up to the airport.,
0,"The driver I had was professional, friendly, and personable. He made sure we were safe in his car, got to our destination safely. I would definitely use this car service again.",
0,"Our drivers, two different ones, were very polite, helpful and interesting. Now I love Uber! We had quite a bit of luggage and three people. Loaded everything in comfortably.",
0,Baltimore drivers are not as courteous as Dallas drivers but overall pretty good! About 3-5 months ago it was a problem that my drivers would not show in the early morning hours in Charleston SC that need to be addressed/tweeted, also asking for a tip is not proper etiquette if you're good then it's no need to ask but if you do not acknowledge me as a person I will not tip!
1,"As a disabled person, when in SF, Uber and Lyft are often the only choice I have. I prefer to call or hail a taxi, but that's not always possible. However, Uber's existence has caused a marked increase in traffic, making it harder to get around and customer service is non-existent.",
0,"I had no problem with my Uber experience except the car was very strong smoke smell. Must of been in seats because my clothes smelled like stale cigarette smoke. It was a very nice car, clean, driver was a very polite/courtesy young man. I use Uber and will continue. Everyone has been great.",
0,"The driver didn't speak when I got in the car, he was very disrespectful. I went out one night and had on one of my good outfits and when he saw me he said something smart about what I had on.",
0,"Whether I am using Uber for a ride service or Uber Eats ordering food the service has been terrible. Out of the 10 times ordering food from Uber Eats 9 times food has been forgotten. Every time I have requested a refund for the missing item until recently they told me to refrain from this type of behaviour and told me they would be restricting my account. Not sure why I should be punished for their drivers not checking the food prior to delivery. Recently while traveling I ordered an Uber to the place I was staying, I notified the driver it was a tricky place to find and even provided extremely specific instructions. I attempted to contact the driver numerous times but had no response. The driver cancelled the trip and I was charged a cancellation fee. I guess moral of the story is this company makes the consumer pay for their employees mistakes. Please refrain from using this service if possible, I know I'll be finding alternatives.",
0,Uber is a big fraud.. They charged me with double money.. My money was cut from pytm also  and my driver also asked for the money.. For the same there was no positive response from the uber customer care ...dont try it... It is a big cheater..,
0,"I was in South Beach, FL. I was staying at a major hotel and ordered an Uber. The driver could not find me which was ridiculous. I was waiting out front of the hotel which was located on the main drag of SOBE. He hung up on me and charged me $5. I disputed the charge so now I have a credit on my account. Uber isn't available where I live. The last time I ordered a car in South Beach the driver hardly spoke English and couldn't find TJ MAXX. My advice... don't use Uber in Florida.",
0,I had damage to my vehicle due to a Uber driver my upstairs neighbor used. The trim from the rear wheel well was broke off. The driver didn't leave a note. He kept calling my neighbor. Now he will not answer his phone. Can't get a number for Uber to locate the driver.,
0,"I use Uber fairly frequently. Overall it has been a good service. I've had amazing drivers. You cannot call them. Only go through some steps to send them messages. I want to just call them if I have an issue. It's so frustrating. However, two things have happened in a short time that will make me be very wary in using Uber in the future. Might just go back to taking cabs.",
0,"Last night I returned home from the airport using Uber. Shared a ride. The other person paid $36.97 vs my $58.42. First stop was their residence (farther away from the airport than my place). Needless to say, I was not happy when I heard that my fare was 58 percent more. Uber says it's ""dynamic pricing"" and will not issue me a partial refund. And... with the company burning through its cash at over $1 billion a year and turmoil in the executive ranks, one would think the company might be more sensitive to such inequalities.",
1,My last 2 experiences with Uber have made me use taxis which turned out to be preferable to Uber. Two weeks ago called for an Uber and my driver did not speak or understand English so I immediately got out and was still charged on Tuesday. October 24th I requested an Uber to take me to midway airport. When I received notification that my driver had arrived--I called since I was already waiting outside. He informed me that he was in Lombard. And here I was at the place I am always picked up in Chicago. Guess I am on to Lyft.,
1,"Our party of 6 consisted of three of my adult daughters and two friends going wedding dress shopping. We needed an SUV to accommodate all of us, and Uber showed a driver 20 minutes away in Sanford, Florida. Perfect, we thought as the reservation wasn't for another 40 minutes. We waited, and waited but the map showed the driver staying at the same place originally shown, yet the eta remained the same. We thought that the map must be frozen, so a reset was done, and then it showed that the driver had picked us up and was on route to someplace other than where we were going AND WITHOUT US! To make matters worse, our credit card was charged and we were very late for our appointment. There must be a way for Uber to assure that your card is being used for YOUR trip and not for someone else.",
0,"75% of the time I'm extremely satisfied, but here are my pet gripes: 1) No flat rate from airport, as there are with taxis and limos. From JFK we got stuck at the midtown tunnel and my fare (time + distance) was almost twice the flat taxi fare. 2) The driver's profile does not indicate if they have a FasTrak transponder. Coming from LAX to DTLA on two occasions we were stuck in traffic on the I-110 because the driver didn't have FasTrak and so we couldn't use the express lanes. When a driver accepts the request, if the snapshot description (name, make of car, license #, etc) also had ""Can use FasTrak express lanes - Yes/No"" I would know to reject a pickup from a driver if they lack FasTrak. Another solution would be to have an option in my profile's preferences, to only accept drivers who have FasTrak.",
1,"I had driven to KCVG to leave a rental car. Having used Uber oh let say a half dozen time in my life. I charge up my phone that had gone dead. Now at the Avis rental car return the system informed me to drive over to the terminal. This is after the Avis agent informs me ""Oh yes. Uber picks up here."" I follow the instructions Uber gave. I take the shuttle to terminal and do not summon ride until at pickup site. Here is the hurtful thing... Now I could be wrong. While I am looking at the drive from Lyft I get this call from the Uber driver... ""I am outside..."" the way the exchange starts.",
0,"I used many times UBER rides in USA. I Visited Delhi India two weeks ago and had selected my card as the payment method but when I reached my destination the driver requested a cash payment. I thought maybe my credit card was not working here so I paid him cash, later I found out my credit card was also charged. When I requested the refund from Uber they give me excuses by automated reply like it's my fault I would have not given cash to Driver. What I supposed to do when driver is insisting to pay cash after completion of ride. At that time there was no way so I could confirm from UBER office before paying. Uber sent automated emails saying wouldn't have a refund option for this exact issue. SO NO MORE UBER.",
1,"My last two experiences with Uber were not too great. The car that picked me up was old, dirty and nasty with dog hair everywhere and the air conditioner didn't work. It was 90+ degrees out and we had to ride with the windows down. The experience was a ride to the airport and that was frantic. The man had only been in my town for a few weeks and he was confused on how to get to the airport. I don't think Uber is checking on who's driving and in what vehicles.",
1,"Uber is frud , uber driver charged double amount from me on 20/10/2017. I was traveling from Thane to vikroli. I checked amount was Rs 176. After dropping me he charged Rs. 470. About this problem I discussed through sms but no positive response from customer care. They are not even return my money. Driver create show on the road so I paid money. But customer care people are also frud people. They don't want to resolve the Issue
My suggestion is don't go With uber. They don't even have contact number. They are cheaper and cheater",
1,"It's unfortunate to know that Uber allows its drivers to rate clients. My rating with Uber was 4.86 and after a recent trip out of town and used Uber my rating dropped to 4.63. I was kind and friendly to the driver. I engaged in the conversation that he started, I also sent him an additional tip post my trip. I will no longer ride with Uber and leave a driver who may be unhappy in his or her job or having a bad day or expecting a cash tip to rate me as a client and passenger. I treat all people with kindness and respect and my driver ratings have always been very good to excellent. You have lost a loyal customer.",
0,"DO NOT ACCEPT RIDE WITH UBER DRIVER ""EDGAR"" IN SILVER TOYOTA SIENNA VAN!!! Me, my husband, and six year old daughter requested an Uber to take us back to the Sanford International Airport Wednesday, October 25th from Disney's Art of Animation Resort. We had a great experience with our trip to the resort the Wednesday prior with Mike who drove a grey Lexus. That fare totaled $40.49 and we tipped him $10. That said, we requested another Uber X for our trip returning to the Sanford airport with the same expected $40 fare - this was the fare provided when we accepted ride.",
1,"I received e-mails from Uber asking me why I do not take Uber anymore. There is no way to reply to - they only SEND emails, they DO NOT ACCEPT e-mails.1. AUTOMATED customer service is the biggest problem of Uber. That is the first reason for which I stopped taking Uber. I tried to call Uber when in need. I found with difficulty a number on the web. I called it and a stupid message said: ""Don't bother leaving a message, there are 20,000 messages in this mailbox"". Whoever left that message was a major $#*!, Probably Travis Kalanick or one of those cocky bastards that Uber has plenty of.2. Uber VERY POOR customer service has cost me $ 650. In May 2016 I forgot my new iPhone ($650) in the Uber and there was NO WAY to retrieve it - there is NO Uber phone customer service where one can talk to a live person and explain the problem.That's a big flaw. I called Uber automated customer service from a hotel and never received an answer. I e-mailed multiple times, I left feedback over the Uber website. I received a response only TWO DAYS afterwards. Of course, TWO DAYS afterwards my iPhone was long gone. That is why Uber poor customer service has cost me $ 650. Uber has not offered me any compensation for that - and THE SAME THING can happen again. 3. The cars are often dirty. I initially switched from taxis to Uber because I cannot stand taxis that are dirty and smell of food because the driver eats in there. However over time the Uber has started being just as bad. There is no quality control of car. I have had dirty Uber cars, or banged up Uber cars or drivers that couldn't follow a GPS and took much longer than they should have. The dirtiness is by far the biggest problems.
In contrast, Lyft has CLEAN cars. It enforces cleanliness.4. I do not care about the negative press that Uber has had. However, I do care very much about:
- the car being CLEAN, with NO FOOD SMELL
- the driver that knows how to drive and follow a GPS.
- your having an ACTUAL customer service. It is impossible to e-mail Uer - though uber DOES send email to you. Until Uber solves these problems, I will no longer take Uber cars. I will go to Lyft and other competitors, every time.",
1,This guy is the worst Uber driver I have ever met he doesn't even show up when asked to be picked up do not let him drive you anywhere,
0,"Alexandria, VA - October 6, 2017: I was charged a ""waiting fee"", even though I was standing precisely at the GPS location from which I requested the ride, in front of my home, when the Uber driver pulled up. The Uber driver did not have to wait even one minute. In fact, it was I who waited for the Uber driver to show up. Manhattan, NY - October 6, 2017: I was charged a ""waiting fee"", even though I was standing precisely at the GPS location from which I requested the ride and at which the Uber driver picked me up. The Uber driver did not have to wait even one minute. In fact, it was I who waited for the Uber driver to show up.",
0,"On Oct. 8, 2017 at 1:12:45 PM - There should be No charge for this ride. Despite using a GPS, this driver tried to take a closed entrance to the Brooklyn Battery Tunnel and then had to detour back to the original entrance Once in Manhattan. And 10 blocks from our theater destination he took another wrong turn and ended up in New Jersey. By the time he got back to Manhattan it was already past the starting time of the play we were going to. As a matter of fact it was already 30 minutes into the play.",
1,"I requested a ride from my residence to Publix grocery store, $8.48 and $5 tip. When finished shopping, I found my phone was not in my pocket. Upon exiting, the driver was outside with my phone. I had dropped it in her car and she returned it. I was very grateful. Return home was $7.15 and $5 tip (a different driver). Checked my bank account when I got home, was charged total of $48.84. Registered concern in the app. There is no customer service phone number. I was sent a message that I was charged $15 for returning my phone. Still a discrepancy. I replied and my concerned was totally dismissed. Message said complaint was resolved. Terrible service. No more Uber for me.",
0,"I had selected my card as the payment method but when I reached my destination the driver requested a cash payment and I obliged since Uber has a refund option for such circumstances but when I requested the refund they give me excuses like it's my fault for not checking the payment method, etc. If that was the case, they wouldn't have a refund option for this exact issue. This is the second time Uber has done this to me and it is the only reason why I'm lodging a complaint here.",
0,"This is a complaint about a trip on 28.9.17 ordered at 8.25 a.m. Eastern time in Boston. The expected arrival time delayed a lot, 3 min, 6 min, 9 min, 4 min and so on. Then after approx 12 minutes a message came that Driver ** has cancelled the trip! For reference: the surcharge when booing was factor 1.4. Then my host Jennifer booked for me, meanwhile the surcharge was 2.4. I finally arrived with much delay at the railway station. The driver just cancelled since he expected more profitable trips to perform during that time. This practice was confirmed by another Uber driver in Boston when I openly talked with him. On top of all they charged me 5 USD for cancellation. I did not cancel. Finally Uber paid me back only the 5 USD cancellation fee, they did not refund me the approx 15 USD loss being the difference between factor 1.4 and 2.4.",
1,"Uber drivers in Sydney (and other cities around the world ) have a bad habit of accepting jobs from miles away and sometimes up to 20mins, while still dropping off a passenger and while there are dozens of cars very close to the new job location. I had one this morning again to take me from home in Rushcutters Bay to work in the city and there were at least 6 cars within 1-2mins from my location. This the ** Uber driver, still took the job while still in the city some 15mins away. Uber needs to do something about this sort of behaviour as it ruins the customer experience and make people angry, if customers want ** service they would take a cab. The solution could be very simple, offer a function on the app for the users to manage a circular area around the pickup zone beyond which Uber drivers are excluded from picking up rides. Simple!!",
0,"My experience with Uber was in San Francisco in April 2017. Uber is still hiding in the shadow and will not come up front and center to pick you up, they lurk around the corner, and if the wait too long for you they cancel the ride. This is a damaged game of hide and seek.",
0,"I use Uber all the time, but I am officially done with this unprofessional company. Guess it would be a crime to be able to talk to someone in person at Uber. Uber is letting their drivers ripoff their riders. I have a service dog and in the last weeks have been charged twice a cleaning fee, without any input. The last one was for dirt spots on the seat that was already there. I am tired of drivers making extra money, whenever they feel like it. I am done being ripped off!!!",
1,** - Contact number of the driver. Absolutely not professional. I booked a cab and it showed me 3 minutes away. Again it changed to 6 minutes away. Followed by 9 minutes away. I called him to guide him through. He purposely kept the phone on speaker and pretended like he could not hear me. Uber has really disappointed me. HORRIBLE.,
0,"The navigation system is great but in India the driver selection is not good, if there are any issues with bills or rates or promos the customer care does not respond quickly.",
0,"If you are in the Philadelphia area and your uber driver is Daemon, cancel it real quick. When she picked me up she was at the wrong address so I had to literally walk a 1/2 block to her car and when she called me to ask where I was at, she was rude, even though she was at the wrong house!Her car smelled very bad (musty and dirty clothes) and it was dirty! She had water bottles on the floor and crumbs on her seats. I couldn't even dust them off because of the kind of seats she had. So I sat in crumbs the entire ride to work.When it was time to drop me off, she was at the wrong location once again and I had to get out and walk a block to my building. She is by far the worst uber driver and I have had some bad drivers but she is flat out terrible.",
0,"Uber rides have always been convenient, plentiful and prompt. All rides have been with good and friendly drivers. Always been impressed with the cleanliness and newness of the vehicles I've ridden in.",
1,"I was late for my work and appointment because driver's cancelled it for no reason, my place is easy to find so I wondered why they kept cancelling my trip. I had cancelled many times...it's not funny anymore "" Uber"" . I am almost done with you ""uber"". This company Sucks! I've been nice to all your drivers even if sometimes some of the uber driver's stinks I was still polite towards him. Now I download Lyft and will try it. Thank-you Uber!!!",
1,"Uber Atlanta Horrible - I did Rideshare. The driver confused me with the other person that took the ride. I requested to be picked up from the Aquarium and go to Mary Mac's Restaurant. If you look at where the driver took the client it was not to that place. Uber charged me $4.77 for a ride I never took and believed the driver over me. Rideshare should not be used If you can't account for who took the ride. I was never picked up, the driver simply confused me with the other person. I had 3 rides scheduled but only picked up one time. Unfortunately, because of their growth, there's no way to account for what is real and not. I had the same problem in Washington D.C. but was able to get refunded.",
0,I ordered Uber in Seattle on 6/17. I was getting off a cruise ship and needed to go into the city. I contacted the driver that never arrived. I then contacted another driver who wanted me to walk 3/4 of a mile to a Subway. My last encounter was a driver who wanted to charge me $45 for a short ride.,
0,"I used Uber regularly a few years ago, then my driver got in an accident on the way to pick me up so I had to hop a train. The next time, a driver came to pick me up but I could smell alcohol on his breath so I hopped a train again. The last straw for me was the driver who was late because he was being cited for causing an accident but he could be to my house about 20 minutes late. Never used them again. Now I use taxis whose drivers are licensed, bonded and insured.",
0,"Found myself in California, emergency trip, without transportation. Stranger in town. Called taxi for 16 mile trip to the hospital. Cost $58.00 and no way to afford that for long after paying for food and lodging. Called Uber after that. Less than half the cost and drivers always prompt, courteous, and helpful in recommending food, shopping and other necessities when asked. Got a mini sightseeing tour with every ride as they explained the surrounding area. Loved it. Thank you Uber.",
1,"I'm an avid Uber rider. On 9/30/2017, I ordered an Uber pool around 2pm. My fare was $8.98. The driver picked me up from my location. On the way to my dropoff, the driver picked up another passenger, dropped that passenger off. He proceeded to my dropoff, but he ended my ride by mistake. The driver had to load my dropoff address again. It's only after I got out the car, I realized my fare was duplicated. I've sent emails to UBER. They dont have customer relations, only email. They didnt refund me my money. On October 6, I used their service again. This time my fare was $30.92. This fare was obviously deducted from my Visa card and its also on my statement. On their app, UBER is claiming I have an outstanding payment, but I have PAID THEM. I need help.",
